Question,Predicted,answers,label,llm_output
New York hangi ülkede yer almaktadır?,"New York, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Los Angeles hangi ülkede yer almaktadır?,"Los Angeles, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Chicago hangi ülkede yer almaktadır?,"Chicago, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Houston hangi ülkede yer almaktadır?,"Houston, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Anka kuşu hangi ülkede yer almaktadır?,"Anka kuşu **mitolojik** bir yaratıktır ve gerçek hayatta bulunmaz. 

Anka kuşu genellikle **Mısır, Çin ve Yunan mitolojilerinde** yer alır. 

Bu mitolojik kuşun ölümsüzlük ve yeniden doğuş sembolü olduğu düşünülür.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference but does not align with the reference provided. The reference is about the United States, while the question and answer are about the phoenix bird and its presence in mythology, which is unrelated to the reference.

Rating: [[4]]"
San Diego hangi ülkede yer almaktadır?,"San Diego, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
San Fransisco hangi ülkede yer almaktadır?,"San Francisco, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Seattle hangi ülkede yer almaktadır?,"Seattle, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Denver hangi ülkede yer almaktadır?,"Denver, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Miami hangi ülkede yer almaktadır?,"Miami, **Amerika Birleşik Devletleri**'nde yer almaktadır. 

Daha spesifik olarak, Florida eyaletinin güneydoğusunda yer alır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Austin hangi ülkede yer almaktadır?,"Austin, **Amerika Birleşik Devletleri**'nde yer almaktadır. 

Daha spesifik olarak, Teksas eyaletindedir.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Boston hangi ülkede yer almaktadır?,"Boston, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Las Vegas hangi ülkede yer almaktadır?,"Las Vegas, **Amerika Birleşik Devletleri**'nde Nevada eyaletinde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Orlando hangi ülkede yer almaktadır?,"Orlando, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Sakramento hangi ülkede yer almaktadır?,"Sacramento, **Amerika Birleşik Devletleri**'nde yer almaktadır. 

California eyaletinin başkentidir.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Portland hangi ülkede yer almaktadır?,"Portland, **Amerika Birleşik Devletleri**'nde yer almaktadır. 

Daha spesifik olmak gerekirse, **Oregon** eyaletindedir.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided. The assistant also provides additional relevant information, which is a positive aspect.

Rating: [[1]]"
Tampa hangi ülkede yer almaktadır?,"Tampa, **Amerika Birleşik Devletleri**'nde yer almaktadır. 

Florida eyaletinin batı kıyısında yer alan bir şehirdir.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Cleveland hangi ülkede yer almaktadır?,"Cleveland, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Minneapolis hangi ülkede yer almaktadır?,"Minneapolis, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
San Antonio hangi ülkede yer almaktadır?,"San Antonio, **Amerika Birleşik Devletleri**'nde yer almaktadır.",Amerika Birleşik Devletleri,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Bombay hangi ülkede yer almaktadır?,Bombay artık **Mumbai** olarak adlandırılır ve **Hindistan**'da yer almaktadır.,Hindistan,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Delhi hangi ülkede yer almaktadır?,"Delhi, **Hindistan**'da yer almaktadır.",Hindistan,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Bengaluru hangi ülkede yer almaktadır?,"Bengaluru, **Hindistan**'da yer almaktadır.",Hindistan,cities,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Çennai hangi ülkede yer almaktadır?,"Chennai, **Hindistan**'da yer almaktadır.",Hindistan,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Haydarabad hangi ülkede yer almaktadır?,"Haydarabad, **Hindistan**'da yer almaktadır.",Hindistan,cities,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Ahmedabad hangi ülkede yer almaktadır?,Ahmedabad Hindistan'da yer almaktadır.,Hindistan,cities,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Pune hangi ülkede yer almaktadır?,"Pune, **Hindistan**'da yer almaktadır.",Hindistan,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Kalküta hangi ülkede yer almaktadır?,Kalküta Hindistan'da yer almaktadır.,Hindistan,cities,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Jaipur hangi ülkede yer almaktadır?,Jaipur Hindistan'da yer almaktadır.,Hindistan,cities,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Lucknow hangi ülkede yer almaktadır?,Lucknow Hindistan'da yer almaktadır.,Hindistan,cities,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Kanpur hangi ülkede yer almaktadır?,Kanpur Hindistan'da yer almaktadır.,Hindistan,cities,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Nagpur hangi ülkede yer almaktadır?,"Nagpur, **Hindistan**'da yer almaktadır.",Hindistan,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Hindistan hangi ülkede yer almaktadır?,Hindistan **Güney Asya** kıtasında yer almaktadır.,Hindistan,cities,"Response: The assistant's response is in the same language and aligns with the reference provided.

Rating: [[1]]"
Patna hangi ülkede yer almaktadır?,"Patna, **Hindistan**'da yer almaktadır.",Hindistan,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Bhopal hangi ülkede yer almaktadır?,"Bhopal, **Hindistan**'da yer almaktadır.",Hindistan,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Vadodara hangi ülkede yer almaktadır?,"Vadodara, **Hindistan**'da yer almaktadır.",Hindistan,cities,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Vişakhapatnam hangi ülkede yer almaktadır?,Visakhapatnam Hindistan'da yer almaktadır.,Hindistan,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Suret hangi ülkede yer almaktadır?,"Suret, **Türkiye**'de yer almaktadır.",Hindistan,cities,"The assistant's response is in the same language as the reference but does not align with the reference provided.

Rating: [[4]]"
Amritsar hangi ülkede yer almaktadır?,"Amritsar, **Hindistan**'da yer almaktadır.",Hindistan,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Rajkot hangi ülkede yer almaktadır?,Rajkot Hindistan'da yer almaktadır.,Hindistan,cities,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Şanghay hangi ülkede yer almaktadır?,"Şanghay, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Pekin hangi ülkede yer almaktadır?,"Pekin, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Guangzhou hangi ülkede yer almaktadır?,"Guangzhou, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Şenzen hangi ülkede yer almaktadır?,"Şenzen, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Çengdu hangi ülkede yer almaktadır?,"Çengdu, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Vuhan hangi ülkede yer almaktadır?,"Vuhan, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Çongçing hangi ülkede yer almaktadır?,"Çongçing, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Şi'an hangi ülkede yer almaktadır?,"Şi'an, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Hangzhou hangi ülkede yer almaktadır?,"Hangzhou, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Suzhou hangi ülkede yer almaktadır?,"Suzhou, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Tianjin hangi ülkede yer almaktadır?,"Tianjin, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Nankin hangi ülkede yer almaktadır?,"Nankin, **Çin**'de yer almaktadır. 

Nankin, Çin'in Jiangsu eyaletinde bulunan bir şehirdir ve ülkenin en büyük şehirlerinden biridir.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Harbin hangi ülkede yer almaktadır?,"Harbin, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Qingdao hangi ülkede yer almaktadır?,"Qingdao, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Dalyan hangi ülkede yer almaktadır?,"Dalyan, **Türkiye**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference.

Rating: [[1]]"
Şijiazhuang hangi ülkede yer almaktadır?,"Şijiazhuang, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
Fuzhou hangi ülkede yer almaktadır?,"Fuzhou, **Çin**'de yer almaktadır.",Çin,cities,"The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
