Question,Predicted,answers,label,llm_output
ديفيد يعيش في الهند و راؤول يعيش في الولايات المتحدة. من يعيش في الهند؟,ديفيد يعيش في الهند.,ديفيد,Arabic,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في الهند و راؤول يعيش في الولايات المتحدة. من يعيش في الولايات المتحدة؟,راؤول,راؤول,Arabic,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في الصين و لي وي يعيش في الولايات المتحدة. من يعيش في الصين؟,ديفيد يعيش في الصين.,ديفيد,Arabic,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في الصين و لي وي يعيش في الولايات المتحدة. من يعيش في الولايات المتحدة؟,لي وي,لي وي,Arabic,"Response: The assistant's response is in the same language and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في روسيا و سيرجي يعيش في الولايات المتحدة. من يعيش في روسيا؟,ديفيد,ديفيد,Arabic,"Response: The assistant's response is in the same language and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في روسيا و سيرجي يعيش في الولايات المتحدة. من يعيش في الولايات المتحدة؟,سيرجي,سيرجي,Arabic,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في المملكة العربية السعودية و عبد العزيز يعيش في الولايات المتحدة. من يعيش في المملكة العربية السعودية؟,ديفيد,ديفيد,Arabic,"Response: The assistant's response is in the same language and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في المملكة العربية السعودية و عبد العزيز يعيش في الولايات المتحدة. من يعيش في الولايات المتحدة؟,عبد العزيز,عبد العزيز,Arabic,"Response: The assistant's response is in the same language and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في فرنسا و غابرييل يعيش في الولايات المتحدة. من يعيش في فرنسا؟,ديفيد,ديفيد,Arabic,"Response: The assistant's response is in the same language and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في فرنسا و غابرييل يعيش في الولايات المتحدة. من يعيش في الولايات المتحدة؟,غابرييل,غابرييل,Arabic,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في نيبال و بهادور يعيش في الولايات المتحدة. من يعيش في نيبال؟,ديفيد,ديفيد,Arabic,"Response: The assistant's response is in the same language and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في نيبال و بهادور يعيش في الولايات المتحدة. من يعيش في الولايات المتحدة؟,بهاادور,بهادور,Arabic,"The assistant's response is in the same language as the reference and aligns with the reference.

Rating: [[1]]"
ديفيد يعيش في اليابان و هاروتو يعيش في الولايات المتحدة. من يعيش في اليابان؟,ديفيد يعيش في اليابان.,ديفيد,Arabic,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في اليابان و هاروتو يعيش في الولايات المتحدة. من يعيش في الولايات المتحدة؟,هاروتو,هاروتو,Arabic,"Response: The assistant's response is in the same language as the reference and aligns with the reference.

Rating: [[1]]"
ديفيد يعيش في أوكرانيا و نيكولاي يعيش في الولايات المتحدة. من يعيش في أوكرانيا؟,ديفيد,ديفيد,Arabic,"Response: The assistant's response is in the same language and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في أوكرانيا و نيكولاي يعيش في الولايات المتحدة. من يعيش في الولايات المتحدة؟,نيكولاي,نيكولاي,Arabic,"Response: The assistant's response is in the same language as the reference and aligns with the reference provided.

Rating: [[1]]"
ديفيد يعيش في اليونان و ماريا يعيش في الولايات المتحدة. من يعيش في اليونان؟,ديفيد,ديفيد,Arabic,"Response: The assistant's response is in the same language and aligns with the reference provided.

Rating: [[1]]"
